_RAJ2000	_DEJ2000	HD	DM	GC	HR	HIP	RAJ2000	DEJ2000	Vmag	Fl	Bayer	Cst
186.4625000	+39.0186944	108225	BD+39  2521 	16948	4728	 60646	12 25 51.00	+39 01 07.3	 5.01	  6	     	CVn
186.6497500	-63.0990556	108248	CP-62  2745A	16952	4730	 60718	12 26 35.94	-63 05 56.6	 0.77	   	alf01	Cru
186.6520833	-63.0994444	108249	CP-62  2745B	16953	4731	      	12 26 36.50	-63 05 58.0	 1.73	   	alf02	Cru
186.6287500	-63.1225000	108250	CP-62  2742 	16951	4729	      	12 26 30.90	-63 07 21.0	 4.86	256	     	Cru
186.6324583	-51.4506111	108257	CD-50  6975 	16954	4732	 60710	12 26 31.79	-51 27 02.2	 4.82	   	G    	Cen
186.6002917	+27.2682500	108283	BD+28  2115 	16955	4733	 60697	12 26 24.07	+27 16 05.7	 4.92	 14	     	Com
186.6361667	+55.1593889	108346	BD+55  1533 	16958	    	 60712	12 26 32.68	+55 09 33.8	 7.09	 72	     	UMa
186.7347083	+28.2686111	108381	BD+29  2288 	16964	4737	 60742	12 26 56.33	+28 16 07.0	 4.35	 15	gam  	Com
186.7470833	+26.8257222	108382	BD+27  2134 	16965	4738	 60746	12 26 59.30	+26 49 32.6	 4.98	 16	     	Com
187.0100417	-50.2306111	108483	CD-49  7115 	16990	4743	 60823	12 28 02.41	-50 13 50.2	 3.91	   	sig  	Cen
186.8963750	+55.7127500	108502	BD+56  1598 	16985	4745	 60795	12 27 35.13	+55 42 45.9	 5.68	 73	     	UMa
187.0937083	-39.0411389	108541	CD-38  7753 	17001	4748	 60855	12 28 22.49	-39 02 28.1	 5.45	   	u    	Cen
187.1857500	+25.8993611	108651	BD+26  2353 	17007	4751	 60891	12 28 44.58	+25 53 57.7	 6.63	 17	     	Com
187.2280000	+25.9128889	108662	BD+26  2354 	17012	4752	 60904	12 28 54.72	+25 54 46.4	 5.29	 17	     	Com
187.3627083	+24.1089167	108722	BD+24  2464 	17020	4753	 60941	12 29 27.05	+24 06 32.1	 5.47	 18	     	Com
187.4300833	+20.8961944	108765	BD+21  2424 	17026	4756	 60957	12 29 43.22	+20 53 46.3	 5.68	 20	     	Com
187.4665833	-16.5150833	108767	BD-15  3482 	17029	4757	 60965	12 29 51.98	-16 30 54.3	 2.94	  7	del  	Crv
187.4891667	+58.4055278	108844	BD+59  1444 	17038	4760	 60978	12 29 57.40	+58 24 19.9	 5.37	 74	     	UMa
187.5129167	+51.5355833	108845	BD+52  1631 	17040	4761	 60988	12 30 03.10	+51 32 08.1	 6.21	  7	     	CVn
187.5175833	+58.7678056	108861	BD+59  1446 	17042	4762	 60992	12 30 04.22	+58 46 04.1	 6.07	 75	     	UMa
187.7913750	-57.1125556	108903	CP-56  5272 	17052	4763	 61084	12 31 09.93	-57 06 45.2	 1.59	   	gam  	Cru
187.5281667	+69.2012500	108907	BD+70   700 	17046	4765	 60998	12 30 06.76	+69 12 04.5	 5.01	  4	     	Dra
187.8195833	-57.0811111	108925	CP-56  5274 	17055	4764	      	12 31 16.70	-57 04 52.0	 6.42	   	gam  	Cru
187.7523750	+24.5671944	108945	BD+25  2517 	17056	4766	 61071	12 31 00.57	+24 34 01.9	 5.47	 21	     	Com
187.9180833	-59.4239167	108968	CP-58  4344 	17065	4768	 61136	12 31 40.34	-59 25 26.1	 5.49	 35	     	Cru
188.1171250	-72.1329722	109026	CP-71  1336 	17086	4773	 61199	12 32 28.11	-72 07 58.7	 3.84	   	gam  	Mus
188.0186667	-16.1958611	109085	BD-15  3489 	17087	4775	 61174	12 32 04.48	-16 11 45.1	 4.30	  8	eta  	Crv
188.2621250	+10.2956667	109217	BD+11  2473 	17103	4777	 61246	12 33 02.91	+10 17 44.4	 6.29	 20	     	Vir
188.3926250	+24.2830000	109307	BD+25  2523 	17117	4780	 61295	12 33 34.23	+24 16 58.8	 6.28	 22	     	Com
188.4450000	 -9.4520833	109309	BD-08  3372 	17122	4781	 61318	12 33 46.80	-09 27 07.5	 5.48	 21	q    	Vir
188.4378750	+41.3567778	109358	BD+42  2321 	17127	4785	 61317	12 33 45.09	+41 21 24.4	 4.24	  8	bet  	CVn
188.7269167	-67.7568889	109372	CP-67  2005 	17137	    	 61404	12 34 54.46	-67 45 24.8	 6.11	   	BO   	Mus
188.5967917	-23.3966111	109379	BD-22  3401 	17133	4786	 61359	12 34 23.23	-23 23 47.8	 2.65	  9	bet  	Crv
188.3710000	+69.7882222	109387	BD+70   703 	17126	4787	 61281	12 33 29.04	+69 47 17.6	 3.85	  5	kap  	Dra
188.7130000	+22.6291944	109485	BD+23  2475 	17142	4789	 61394	12 34 51.12	+22 37 45.1	 4.80	 23	     	Com
188.7764583	+18.3770278	109510	BD+19  2584B	17146	4791	 61415	12 35 06.35	+18 22 37.3	 6.57	 24	     	Com
188.7823333	+18.3770000	109511	BD+19  2584A	17147	4792	 61418	12 35 07.76	+18 22 37.2	 5.03	 24	     	Com
188.6836250	+70.0217778	109551	BD+70   705 	17148	4795	 61384	12 34 44.07	+70 01 18.4	 4.95	  6	     	Dra
189.2961667	-69.1355278	109668	CP-68  1702 	17179	4798	 61585	12 37 11.08	-69 08 07.9	 2.69	   	alf  	Mus
189.1973750	 -5.8318611	109704	BD-05  3535 	17180	4799	 61558	12 36 47.37	-05 49 54.7	 5.88	 25	f    	Vir
189.0970833	+59.4869444	109729	BD+60  1406 	17178	4800	      	12 36 23.30	+59 29 13.0	 5.50	   	T    	UMa
189.2431250	+17.0895833	109742	BD+17  2504 	17183	4801	 61571	12 36 58.35	+17 05 22.5	 5.70	 25	     	Com
189.4263750	-48.5412778	109787	CD-47  7745 	17194	4802	 61622	12 37 42.33	-48 32 28.6	 3.85	   	tau  	Cen
189.6250000	 +6.9883333	109914	BD+07  2561 	17212	4808	      	12 38 30.00	+06 59 18.0	 7.08	   	R    	Vir
189.6929167	+40.8746944	109980	BD+41  2312 	17221	4811	 61692	12 38 46.30	+40 52 28.9	 6.35	  9	     	CVn
189.8117083	 -7.9955000	110014	BD-07  3452 	17227	4813	 61740	12 39 14.81	-07 59 43.8	 4.66	 26	chi  	Vir
189.7806667	+21.0625833	110024	BD+21  2439 	17225	4815	 61724	12 39 07.36	+21 03 45.3	 5.49	 26	     	Com
189.9690000	-39.9872500	110073	CD-39  7748 	17236	4817	 61789	12 39 52.56	-39 59 14.1	 4.63	   	l    	Cen
190.3800000	-48.9598889	110304	CD-48  7597 	17262	4819	 61932	12 41 31.20	-48 57 35.6	 2.20	   	gam  	Cen
190.5209583	-69.4075556	110311	CP-68  1731 	17267	4820	 61981	12 42 05.03	-69 24 27.2	 6.31	   	R    	Mus
190.4858333	-59.6858056	110335	CP-59  4393 	17268	4823	 61966	12 41 56.60	-59 41 08.9	 4.91	 39	     	Cru
190.3935833	+10.4262778	110377	BD+11  2484 	17269	4824	 61937	12 41 34.46	+10 25 34.6	 6.22	 27	     	Vir
190.4166667	 -1.4495278	110379	BD-00  2601A	17270	4825	 61941	12 41 40.00	-01 26 58.3	 2.74	 29	gam  	Vir
190.4150000	 -1.4494444	110380	BD-00  2601B	     	4826	      	12 41 39.60	-01 26 58.0	 3.68	 29	gam  	Vir
190.4708750	+10.2358333	110411	BD+11  2485 	17276	4828	 61960	12 41 53.01	+10 14 09.0	 4.88	 30	rho  	Vir
190.4903333	 -7.5001944	110418	BD-06  3626 	17277	    	 61969	12 41 57.68	-07 30 00.7	 6.81	 28	     	Vir
190.4881667	 +6.8066389	110423	BD+07  2568 	17279	4829	 61968	12 41 57.16	+06 48 23.9	 5.57	 31	d01  	Vir
190.6481667	-48.8130278	110458	CD-48  7608 	17282	4831	 62012	12 42 35.56	-48 48 46.9	 4.66	   	w    	Cen
190.3914583	+62.7130833	110462	BD+63  1026 	17278	4833	 61936	12 41 33.95	+62 42 47.1	 6.02	 76	     	UMa
191.4080000	-60.9811667	110829	CP-60  4273 	17339	4842	 62268	12 45 37.92	-60 58 52.2	 4.69	   	iot  	Cru
191.5702917	-68.1080833	110879	CP-67  2064 	17348	4844	 62322	12 46 16.87	-68 06 29.1	 3.04	   	bet  	Mus
191.2486667	+39.2785833	110897	BD+40  2570 	17337	4845	 62207	12 44 59.68	+39 16 42.9	 5.95	 10	     	CVn
191.2826250	+45.4402222	110914	BD+46  1817 	17342	4846	 62223	12 45 07.83	+45 26 24.8	 5.42	   	Y    	CVn
191.4046667	 +7.6733056	110951	BD+08  2639 	17346	4847	 62267	12 45 37.12	+07 40 23.9	 5.22	 32	d02  	Vir
191.5932500	 +9.5407778	111028	BD+10  2468 	17355	4849	 62325	12 46 22.38	+09 32 26.8	 5.65	 33	     	Vir
191.6614583	+16.5776389	111067	BD+17  2533 	17363	4851	 62356	12 46 38.75	+16 34 39.5	 5.12	 27	     	Com
191.9305000	-59.6887222	111123	CP-59  4451 	17374	4853	 62434	12 47 43.32	-59 41 19.4	 1.25	   	bet  	Cru
191.8067500	+11.9581389	111164	BD+12  2512 	17371	4855	 62394	12 47 13.62	+11 57 29.3	 6.11	 34	     	Vir
191.9642500	 +3.5727222	111239	BD+04  2653 	17381	4858	 62443	12 47 51.42	+03 34 21.8	 6.42	 35	     	Vir
192.0598333	+13.5531111	111308	BD+14  2546 	17390	4861	 62478	12 48 14.36	+13 33 11.2	 6.47	 28	     	Com
191.8930833	+66.7903056	111335	BD+67   764 	17387	4863	 62423	12 47 34.34	+66 47 25.1	 5.43	  7	     	Dra
192.2258333	+14.1226389	111397	BD+14  2549 	17401	4865	 62541	12 48 54.20	+14 07 21.5	 5.71	 29	     	Com
192.1744167	+48.4668056	111421	BD+49  2163 	17402	4866	 62516	12 48 41.86	+48 28 00.5	 6.25	 11	     	CVn
192.3229583	+27.5523333	111469	BD+28  2153 	17410	4869	 62576	12 49 17.51	+27 33 08.4	 5.76	 30	     	Com
193.7431250	-85.1234167	111482	CP-84   407 	17460	4870	 63031	12 54 58.35	-85 07 24.3	 5.45	   	iot  	Oct
192.6716250	-33.9992778	111597	CD-33  8653 	17433	4874	 62683	12 50 41.19	-33 59 57.4	 4.90	   	p    	Cen
192.9037917	 +3.0567500	111765	BD+03  2703 	17449	4878	 62757	12 51 36.91	+03 03 24.3	 6.02	 37	     	Vir
192.9247083	+27.5407222	111812	BD+28  2156 	17455	4883	 62763	12 51 41.93	+27 32 26.6	 4.93	 31	     	Com
193.0510833	+17.0739444	111862	BD+17  2551 	17464	4884	 62807	12 52 12.26	+17 04 26.2	 6.32	 32	     	Com
193.2790833	-48.9432500	111915	CD-48  7753 	17473	4888	 62867	12 53 06.98	-48 56 35.7	 4.33	   	e    	Cen
193.3589583	-40.1788056	111968	CD-39  7893 	17489	4889	 62896	12 53 26.15	-40 10 43.7	 4.25	   	n    	Cen
193.4538333	-60.3762500	111973	CP-59  4555 	17492	4890	 62931	12 53 48.92	-60 22 34.5	 5.89	   	kap  	Cru
193.2971250	 -3.5530833	111998	BD-02  3593 	17487	4891	 62875	12 53 11.31	-03 33 11.1	 6.11	 38	     	Vir
193.3240417	+21.2450278	112033	BD+22  2519 	17493	4894	 62886	12 53 17.77	+21 14 42.1	 4.89	 35	     	Com
193.6634167	-59.1466667	112078	CP-58  4584 	17514	4897	 63007	12 54 39.22	-59 08 48.0	 4.62	   	lam  	Cru
193.6538333	-57.1686389	112091	CP-56  5487B	17513	4899	 63005	12 54 36.92	-57 10 07.1	 5.08	   	mu.02	Cru
193.6485833	-57.1778889	112092	CP-56  5487A	17512	4898	 63003	12 54 35.66	-57 10 40.4	 4.03	   	mu.01	Cru
193.4569583	+12.4185000	112097	BD+13  2602 	17502	4900	 62933	12 53 49.67	+12 25 06.6	 6.25	 41	     	Vir
193.5882083	 -9.5389444	112142	BD-08  3449 	17516	4902	 62985	12 54 21.17	-09 32 20.2	 4.77	 40	psi  	Vir
193.5067917	+55.9598333	112185	BD+56  1627 	17518	4905	 62956	12 54 01.63	+55 57 35.4	 1.76	 77	eps  	UMa
193.7355833	+47.1967500	112264	BD+47  2003 	17533	4909	 63024	12 54 56.54	+47 11 48.3	 5.75	   	TU   	CVn
193.9020000	 +3.3976111	112300	BD+04  2669 	17543	4910	 63090	12 55 36.48	+03 23 51.4	 3.39	 43	del  	Vir
194.2682500	-51.1987222	112409	CD-50  7394 	17569	4913	 63210	12 57 04.38	-51 11 55.4	 5.17	   	H    	Cen
194.0025000	+38.3146944	112412	BD+39  2580B	17556	4914	 63121	12 56 00.60	+38 18 52.9	 5.61	 12	alf01	CVn
194.0076667	+38.3182500	112413	BD+39  2580A	17557	4915	 63125	12 56 01.84	+38 19 05.7	 2.89	 12	alf02	CVn
193.8690000	+65.4385556	112429	BD+66   778 	17554	4916	 63076	12 55 28.56	+65 26 18.8	 5.23	  8	     	Dra
194.1078750	+65.9944167	112559	BD+66   780 	17574	    	 63152	12 56 25.89	+65 59 39.9	 6.63	   	RY   	Dra
194.7311250	+17.4093611	112769	BD+18  2682 	17616	4920	 63355	12 58 55.47	+17 24 33.7	 4.76	 36	     	Com
194.9147917	 -3.8119444	112846	BD-03  3384 	17631	4921	 63414	12 59 39.55	-03 48 43.0	 5.79	 44	k    	Vir
195.5657500	-71.5488056	112985	CP-70  1548 	17672	4923	 63613	13 02 15.78	-71 32 55.7	 3.61	   	del  	Mus
195.0687083	+30.7850278	112989	BD+31  2434 	17647	4924	 63462	13 00 16.49	+30 47 06.1	 4.88	 37	     	Com
195.1498333	 -3.3686111	112992	BD-02  3609 	17649	4925	 63494	13 00 35.96	-03 22 07.0	 5.99	 46	     	Vir
194.9803333	+66.5973056	113092	BD+67   773 	17651	4928	 63432	12 59 55.28	+66 35 50.3	 5.37	  9	     	Dra
195.2900833	+17.1231944	113095	BD+17  2573 	17667	4929	 63533	13 01 09.62	+17 07 23.5	 5.97	 38	     	Com
195.1816250	+56.3663333	113139	BD+57  1408 	17664	4931	 63503	13 00 43.59	+56 21 58.8	 4.93	 78	     	UMa
195.5448333	+10.9591111	113226	BD+11  2529 	17687	4932	 63608	13 02 10.76	+10 57 32.8	 2.85	 47	eps  	Vir
195.8889583	-49.5272500	113314	CD-48  7887 	17704	4933	 63724	13 03 33.35	-49 31 38.1	 4.83	   	ksi01	Cen
195.9768333	 -3.6630556	113459	BD-02  3622 	17715	4937	 63750	13 03 54.44	-03 39 47.0	 6.62	 48	     	Vir
196.5697083	-48.4632500	113703	CD-47  8088 	17750	4940	 63945	13 06 16.73	-48 27 47.7	 4.71	   	f    	Cen
196.7277500	-49.9062222	113791	CD-49  7644 	17773	4942	 64004	13 06 54.66	-49 54 22.4	 4.27	   	ksi02	Cen
196.4352500	+35.7988611	113797	BD+36  2337 	17751	4943	 63901	13 05 44.46	+35 47 55.9	 5.20	 14	     	CVn
196.5886667	+21.1535000	113848	BD+21  2487 	17767	4946	 63948	13 06 21.28	+21 09 12.6	 6.00	 39	     	Com
196.5940833	+22.6162778	113866	BD+23  2538 	17769	4949	 63950	13 06 22.58	+22 36 58.6	 5.53	 40	     	Com
197.0298333	-65.3060278	113904	CP-64  2183 	17788	4952	 64094	13 08 07.16	-65 18 21.7	 5.44	   	the  	Mus
196.7946250	+27.6249167	113996	BD+28  2185 	17787	4954	 64022	13 07 10.71	+27 37 29.7	 4.80	 41	     	Com
196.9741667	-10.7403889	114038	BD-09  3628 	17794	4955	 64078	13 07 53.80	-10 44 25.4	 5.15	 49	     	Vir
197.1353750	 -8.9842222	114113	BD-08  3491 	17805	4957	 64122	13 08 32.49	-08 59 03.2	 5.57	   	g    	Vir
197.2636667	-23.1179722	114149	BD-22  3515 	17813	4958	 64166	13 09 03.28	-23 07 04.7	 4.94	 45	psi  	Hya
197.4387083	-10.3293056	114287	BD-09  3636 	17822	4961	 64224	13 09 45.29	-10 19 45.5	 5.95	 50	     	Vir
197.4875417	 -5.5389167	114330	BD-04  3430 	17828	4963	 64238	13 09 57.01	-05 32 20.1	 4.38	 51	the  	Vir
197.4251667	+38.5338611	114376	BD+39  2611 	17829	4967	 64217	13 09 42.04	+38 32 01.9	 6.25	 15	     	CVn
197.4981250	+17.5291111	114378	BD+18  2697A	17833	4968	 64241	13 09 59.55	+17 31 44.8	 4.32	 42	alf  	Com
197.4970833	+17.5294444	114379	BD+18  2697B	     	4969	      	13 09 59.30	+17 31 46.0	 5.22	 42	alf  	Com
197.5136250	+38.4988611	114447	BD+39  2614 	17835	4971	 64246	13 10 03.27	+38 29 55.9	 5.91	 17	     	CVn
198.0145000	-16.1979167	114642	BD-15  3613 	17870	4981	 64407	13 12 03.48	-16 11 52.5	 5.04	 53	     	Vir
197.9705000	+27.8760278	114710	BD+28  2193 	17874	4983	 64394	13 11 52.92	+27 52 33.7	 4.23	 43	bet  	Com
198.3618750	-18.8263889	114846	BD-18  3562 	17902	4990	 64520	13 13 26.85	-18 49 35.0	 6.26	 54	     	Vir
198.8125000	-67.8945556	114911	CP-67  2224 	17927	4993	 64661	13 15 15.00	-67 53 40.4	 4.79	   	eta  	Mus
198.5457083	-19.9313333	114946	BD-19  3651 	17918	4995	 64577	13 14 10.97	-19 55 52.8	 5.31	 55	     	Vir
198.6880417	-10.3702778	115062	BD-09  3646 	17935	    	 64625	13 14 45.13	-10 22 13.0	 6.95	 56	     	Vir
198.9940833	-19.9428333	115202	BD-19  3653 	17951	5001	 64725	13 15 58.58	-19 56 34.2	 5.21	 57	     	Vir
198.8835417	+40.8551667	115271	BD+41  2374 	17953	5004	 64692	13 15 32.05	+40 51 18.6	 5.77	 19	     	CVn
199.2212917	-31.5060833	115310	CD-30 10457 	17968	5006	 64803	13 16 53.11	-31 30 21.9	 5.10	   	r    	Cen
199.1946250	 +9.4236944	115383	BD+10  2531 	17975	5011	 64792	13 16 46.71	+09 25 25.3	 5.19	 59	e    	Vir
199.4012083	 +5.4698333	115521	BD+06  2722 	17995	5015	 64852	13 17 36.29	+05 28 11.4	 4.78	 60	sig  	Vir
199.3860000	+40.5725556	115604	BD+41  2380 	18000	5017	 64844	13 17 32.64	+40 34 21.2	 4.72	 20	     	CVn
199.6040417	-18.3086111	115617	BD-17  3813 	18007	5019	 64924	13 18 24.97	-18 18 31.0	 4.74	 61	     	Vir
199.7302083	-23.1714167	115659	BD-22  3554 	18012	5020	 64962	13 18 55.25	-23 10 17.1	 2.99	 46	gam  	Hya
199.5605833	+49.6820278	115735	BD+50  1994 	18009	5023	 64906	13 18 14.54	+49 40 55.3	 5.14	 21	     	CVn
200.1502917	-36.7120833	115892	CD-36  8497 	18039	5028	 65109	13 20 36.07	-36 42 43.5	 2.75	   	iot  	Cen
200.0835417	-11.3041111	115903	BD-10  3655 	18037	    	 65074	13 20 20.05	-11 18 14.8	 6.73	 62	     	Vir
200.0791667	+40.1505556	116010	BD+40  2647 	18048	5032	 65072	13 20 19.00	+40 09 02.0	 5.60	 23	     	CVn
200.6582500	-60.9883611	116087	CD-60  4640 	18087	5035	 65271	13 22 37.98	-60 59 18.1	 4.52	   	J    	Cen
200.5405417	 +5.1548611	116235	BD+05  2737 	18091	5040	 65241	13 22 09.73	+05 09 17.5	 5.89	 64	     	Vir
201.0018333	-64.5356111	116243	CP-63  2732 	18107	5041	 65387	13 24 00.44	-64 32 08.2	 4.52	   	m    	Cen
201.2806667	-74.8875000	116244	CP-74  1057 	18116	5042	 65468	13 25 07.36	-74 53 15.0	 5.04	   	iot01	Mus
200.7547917	-17.7351944	116292	BD-16  3650 	18104	5044	 65301	13 23 01.15	-17 44 06.7	 5.36	 63	     	Vir
200.8287917	 -4.9243889	116365	BD-04  3469 	18109	5047	 65323	13 23 18.91	-04 55 27.8	 5.88	 65	     	Vir
201.1380833	 -5.1639167	116568	BD-04  3472 	18135	5050	 65420	13 24 33.14	-05 09 50.1	 5.76	 66	     	Vir
201.8274167	-74.6917222	116579	CP-74  1059 	18157	5051	 65628	13 27 18.58	-74 41 30.2	 6.62	   	iot02	Mus
200.9809167	+54.9254167	116656	BD+55  1598A	18133	5054	 65378	13 23 55.42	+54 55 31.5	 2.23	 79	zet  	UMa
200.9850000	+54.9216667	116657	BD+55  1598B	18134	5055	      	13 23 56.40	+54 55 18.0	 3.95	 79	zet  	UMa
201.2983333	-11.1612500	116658	BD-10  3672 	18144	5056	 65474	13 25 11.60	-11 09 40.5	 0.98	 67	alf  	Vir
201.3059167	+54.9880000	116842	BD+55  1603 	18155	5062	 65477	13 25 13.42	+54 59 16.8	 3.99	 80	g    	UMa
201.6801667	-12.7076111	116870	BD-11  3516 	18168	5064	 65581	13 26 43.24	-12 42 27.4	 5.27	 68	i    	Vir
201.8635000	-15.9736389	116976	BD-15  3668 	18181	5068	 65639	13 27 27.24	-15 58 25.1	 4.76	 69	     	Vir
202.3552500	-51.1651111	117150	CD-50  7812 	18220	5071	 65810	13 29 25.26	-51 09 54.4	 5.04	   	K    	Cen
202.1081250	+13.7801944	117176	BD+14  2621 	18212	5072	 65721	13 28 25.95	+13 46 48.7	 4.97	 70	     	Vir
202.4284167	-23.2813611	117287	BD-22  3601 	18239	5080	 65835	13 29 42.82	-23 16 52.9	 6.40	   	R    	Hya
202.3043333	+10.8183889	117304	BD+11  2575 	18234	5081	 65790	13 29 13.04	+10 49 06.2	 5.65	 71	     	Vir
205.2340833	-85.7860000	117374	CP-85   384 	18357	5084	 66753	13 40 56.18	-85 47 09.6	 5.56	   	kap  	Oct
202.6070833	 -6.4703056	117436	BD-05  3706 	18251	5088	 65892	13 30 25.70	-06 28 13.1	 6.10	 72	     	Vir
202.7611250	-39.4072778	117440	CD-38  8592 	18254	5089	 65936	13 31 02.67	-39 24 26.2	 3.90	   	d    	Cen
203.0119583	-18.7288333	117661	BD-17  3877 	18287	5094	 66015	13 32 02.87	-18 43 43.8	 6.01	 73	     	Vir
202.9914583	 -6.2557222	117675	BD-05  3714 	18288	5095	 66006	13 31 57.95	-06 15 20.6	 4.68	 74	l    	Vir
203.2153750	-15.3630000	117789	BD-14  3739 	18305	5099	 66091	13 32 51.69	-15 21 46.8	 5.52	 75	     	Vir
203.2420417	-10.1649167	117818	BD-09  3711 	18309	5100	 66098	13 32 58.09	-10 09 53.7	 5.21	 76	h    	Vir
203.2529167	 -7.1950000	117833	BD-06  3837 	18312	5101	      	13 33 00.70	-07 11 42.0	 6.68	   	S    	Vir
203.3522500	 -7.6226944	117878	BD-06  3839 	18323	    	 66131	13 33 24.54	-07 37 21.7	 7.12	 77	     	Vir
203.5329583	 +3.6590278	118022	BD+04  2764 	18335	5105	 66200	13 34 07.91	+03 39 32.5	 4.92	 78	o    	Vir
203.6686667	-13.2143056	118054	BD-12  3843 	18348	5106	 66247	13 34 40.48	-13 12 51.5	 5.92	   	y    	Vir
203.6739583	 -0.5959444	118098	BD+00  3076 	18351	5107	 66249	13 34 41.75	-00 35 45.4	 3.38	 79	zet  	Vir
203.5305417	+55.3484444	118214	BD+56  1667 	18353	5109	 66198	13 34 07.33	+55 20 54.4	 5.60	 81	     	UMa
203.8803750	 -5.3963889	118219	BD-04  3515 	18366	5111	 66320	13 35 31.29	-05 23 47.0	 5.70	 80	     	Vir
203.6140417	+49.0159167	118232	BD+49  2227 	18356	5112	 66234	13 34 27.37	+49 00 57.3	 4.68	 24	     	CVn
204.3654167	+36.2948333	118623	BD+37  2433 	18421	5127	 66458	13 37 27.70	+36 17 41.4	 4.82	 25	     	CVn
204.9719583	-53.4663611	118716	CP-52  6655 	18458	5132	 66657	13 39 53.27	-53 27 58.9	 2.29	   	eps  	Cen
205.4367083	-54.5593611	118991	CP-53  5725 	18495	5141	 66821	13 41 44.81	-54 33 33.7	 4.99	   	Q    	Cen
204.8774167	+52.9210833	119024	BD+53  1640 	18473	5142	 66634	13 39 30.58	+52 55 15.9	 5.46	 82	     	UMa
205.1687500	+19.9556667	119055	BD+20  2858 	18485	5144	 66727	13 40 40.50	+19 57 20.4	 5.73	  1	     	Boo
205.4399167	-33.5973889	119090	CD-32  9549 	18505	5147	 66825	13 41 45.58	-33 35 50.6	 6.58	   	T    	Cen
205.2598333	+22.4958333	119126	BD+23  2600 	18499	5149	 66763	13 41 02.36	+22 29 45.0	 5.63	  2	     	Boo
205.4034583	 -8.7030833	119149	BD-07  3674 	18509	5150	 66803	13 41 36.83	-08 42 11.1	 5.03	 82	m    	Vir
205.1845417	+54.6816667	119228	BD+55  1625 	18504	5154	 66738	13 40 44.29	+54 40 54.0	 4.63	 83	     	UMa
205.7661667	 +3.5380833	119425	BD+04  2775 	18540	5159	 66936	13 43 03.88	+03 32 17.1	 5.35	 84	     	Vir
206.1242500	-16.1790556	119605	BD-15  3731 	18568	5165	 67057	13 44 29.82	-16 10 44.6	 5.55	 83	     	Vir
206.4232083	-33.0433611	119756	CD-32  9603 	18593	5168	 67153	13 45 41.57	-33 02 36.1	 4.23	  1	i    	Cen
206.3962083	-15.7674167	119786	BD-15  3735 	18595	5170	 67139	13 45 35.09	-15 46 02.7	 6.18	 85	     	Vir
206.6640417	-51.4326944	119834	CD-50  8017 	18607	5172	 67234	13 46 39.37	-51 25 57.7	 4.64	   	M    	Cen
206.4847083	-12.4265556	119853	BD-11  3591 	18604	5173	 67172	13 45 56.33	-12 25 35.6	 5.50	 86	     	Vir
206.7348333	-36.2519167	119921	CD-35  8995 	18618	5174	 67244	13 46 56.36	-36 15 06.9	 5.15	   	z    	Cen
206.8556250	-17.8597500	120052	BD-17  3932 	18632	5181	 67288	13 47 25.35	-17 51 35.1	 5.41	 87	     	Vir
206.6805417	+25.7023889	120064	BD+26  2494 	18623	5182	 67239	13 46 43.33	+25 42 08.6	 5.97	  3	     	Boo
206.8168333	+17.4567778	120136	BD+18  2782 	18637	5185	 67275	13 47 16.04	+17 27 24.4	 4.50	  4	tau  	Boo
206.6486667	+54.4326944	120198	BD+55  1634 	18633	5187	 67231	13 46 35.68	+54 25 57.7	 5.68	 84	     	UMa
207.3762500	-41.6876667	120307	CD-41  8171 	18665	5190	 67464	13 49 30.30	-41 41 15.6	 3.41	   	nu.  	Cen
206.8856250	+49.3133056	120315	BD+50  2027 	18643	5191	 67301	13 47 32.55	+49 18 47.9	 1.85	 85	eta  	UMa
207.3614583	-34.4506389	120323	CD-33  9358 	18666	5192	 67457	13 49 26.75	-34 27 02.3	 4.19	  2	g    	Cen
207.4042083	-42.4736944	120324	CD-41  8172 	18667	5193	 67472	13 49 37.01	-42 28 25.3	 3.47	   	mu.  	Cen
207.4680833	-18.1340833	120452	BD-17  3937 	18676	5196	 67494	13 49 52.34	-18 08 02.7	 4.96	 89	     	Vir
207.3695833	+15.7978056	120477	BD+16  2564 	18674	5200	 67459	13 49 28.70	+15 47 52.1	 4.05	  5	ups  	Boo
207.2383333	+39.5427778	120499	BD+40  2694 	18671	5199	      	13 48 57.20	+39 32 34.0	 7.40	   	R    	CVn
207.4284167	+21.2640556	120539	BD+21  2578 	18683	5201	 67480	13 49 42.82	+21 15 50.6	 4.92	  6	e    	Boo
208.0204167	-52.8114722	120642	CP-52  6787A	18720	5207	 67703	13 52 04.90	-52 48 41.3	 5.26	   	N    	Cen
207.9567917	-32.9940278	120709	CD-32  9676A	18724	5210	 67669	13 51 49.63	-32 59 38.5	 4.32	  3	k    	Cen
207.9587500	-32.9947222	120710	CD-32  9676B	18725	5211	      	13 51 50.10	-32 59 41.0	 6.06	  3	k    	Cen
208.3022917	-31.9275833	120955	CD-31 10729 	18755	5221	 67786	13 53 12.55	-31 55 39.3	 4.75	  4	h    	Cen
208.3867500	-35.6641944	120987	CD-35  9090 	18761	5222	 67819	13 53 32.82	-35 39 51.1	 5.53	   	y    	Cen
208.3039583	+17.9328611	121107	BD+18  2795 	18764	5225	 67787	13 53 12.95	+17 55 58.3	 5.71	  7	     	Boo
